SYST-MOR-0007437.bam	macrocarpa_PCP
SYST-MOR-0007438.bam	macrocarpa_PCP
SYST-MOR-0007439.bam	xxx
SYST-MOR-0007440.bam	macrocarpa_PCP
SYST-MOR-0007441.bam	macrocarpa_PCP
SYST-MOR-0007442.bam	xxx
SYST-MOR-0007443.bam	xxx
SYST-MOR-0007444.bam	macrocarpa_PCP
SYST-MOR-0007445.bam	macrocarpa_PCP
SYST-MOR-0007446.bam	macrocarpa_OTB
SYST-MOR-0007447.bam	macrocarpa_OTB
SYST-MOR-0007448.bam	macrocarpa_OTB
SYST-MOR-0007449.bam	macrocarpa_OTB
SYST-MOR-0007450.bam	macrocarpa_OTB
SYST-MOR-0007451.bam	macrocarpa_OTB
SYST-MOR-0007452.bam	macrocarpa_OTB
