,Sample,alb1,alb2,bic1,bic2,lob1,lob2,lyr1,lyr2,mac1,mac2,mar,mic,mon,mue1,sin,ste,alb_mic,mic_mon,mic_alb,mue_pri,pri_mue,ste_mar5,sin_mar5,ste_mar,ste_sin,Run,pri,mue2,alb5,bic_lyr,pri2,colnum,species,state,site,lat,long
3166,SYST-MOR-0007138,1e-05,NA,NA,NA,1e-05,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,0.99989,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3167,SYST-MOR-0007138,1e-05,NA,1e-05,NA,1e-05,NA,0.999874,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1.8e-05,1.3e-05,1e-05,1.5e-05,NA,NA,1,NA,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3168,SYST-MOR-0007138,1e-05,NA,1.7e-05,NA,1e-05,1e-05,0.999883,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,12,1e-05,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3169,SYST-MOR-0007138,1e-05,1e-05,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,NA,NA,NA,1e-05,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,1e-05,NA,18,1e-05,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3170,SYST-MOR-0007138,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,5,1e-05,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3171,SYST-MOR-0007138,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3172,SYST-MOR-0007138,1e-05,NA,1e-05,NA,1e-05,1e-05,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,15,1e-05,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3173,SYST-MOR-0007138,1e-05,1e-05,1e-05,NA,1e-05,NA,0.999886,NA,1.4e-05,1e-05,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,14,NA,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3174,SYST-MOR-0007138,NA,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,1e-05,NA,9,1e-05,1e-05,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3175,SYST-MOR-0007138,NA,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3176,SYST-MOR-0007138,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,23,NA,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3177,SYST-MOR-0007138,1e-05,NA,1e-05,1e-05,1e-05,NA,0.999887,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1.3e-05,NA,3,1e-05,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3178,SYST-MOR-0007138,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,1e-05,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,2,1e-05,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3179,SYST-MOR-0007138,1e-05,NA,1e-05,NA,1e-05,NA,0.999885,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,NA,NA,NA,NA,NA,10,NA,NA,1.5e-05,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3180,SYST-MOR-0007138,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,22,1e-05,1e-05,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3181,SYST-MOR-0007138,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806528,-92.330323
3182,SYST-MOR-0007139,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.99989,NA,6,1e-05,NA,NA,NA,NA,AR_BRP_419_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.806536,-92.330338
3183,SYST-MOR-0007139,1.2e-05,NA,1e-05,NA,1e-05,1.7e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,0.999881,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,15,1e-05,NA,NA,NA,NA,AR_BRP_419_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.806536,-92.330338
3184,SYST-MOR-0007139,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,AR_BRP_419_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.806536,-92.330338
3185,SYST-MOR-0007139,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,0.99989,NA,20,NA,NA,NA,NA,NA,AR_BRP_419_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.806536,-92.330338
3186,SYST-MOR-0007139,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.99989,NA,3,1e-05,NA,NA,NA,NA,AR_BRP_419_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.806536,-92.330338
3187,SYST-MOR-0007139,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1.3e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,0.999886,NA,19,NA,NA,NA,NA,NA,AR_BRP_419_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.806536,-92.330338
3188,SYST-MOR-0007139,1e-05,NA,1.8e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.999882,NA,5,1e-05,NA,NA,NA,NA,AR_BRP_419_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.806536,-92.330338
3189,SYST-MOR-0007139,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1.5e-05,1.8e-05,NA,1e-05,0.999877,NA,NA,NA,1e-05,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,AR_BRP_419_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.806536,-92.330338
3190,SYST-MOR-0007140,0.999885,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1.5e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,19,NA,NA,NA,NA,NA,AR_BRP_420_MG,Quercus alba L.,Arkansas,Burns Park, Little Rock,34.803473,-92.329471
3191,SYST-MOR-0007140,0.99989,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,3,1e-05,NA,NA,NA,NA,AR_BRP_420_MG,Quercus alba L.,Arkansas,Burns Park, Little Rock,34.803473,-92.329471
3192,SYST-MOR-0007140,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,15,1e-05,NA,NA,NA,NA,AR_BRP_420_MG,Quercus alba L.,Arkansas,Burns Park, Little Rock,34.803473,-92.329471
3193,SYST-MOR-0007140,0.999886,1.3e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1.1e-05,NA,NA,NA,1e-05,NA,14,NA,NA,NA,NA,NA,AR_BRP_420_MG,Quercus alba L.,Arkansas,Burns Park, Little Rock,34.803473,-92.329471
3194,SYST-MOR-0007141,1e-05,NA,NA,NA,1e-05,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,0.999885,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,1.5e-05,NA,AR_BRP_421_MG,Quercus muehlenbergii Engelm.,Arkansas,Burns Park, Little Rock,34.801995,-92.328255
3195,SYST-MOR-0007141,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,AR_BRP_421_MG,Quercus muehlenbergii Engelm.,Arkansas,Burns Park, Little Rock,34.801995,-92.328255
3196,SYST-MOR-0007141,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,0.99989,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,22,1e-05,1e-05,NA,NA,NA,AR_BRP_421_MG,Quercus muehlenbergii Engelm.,Arkansas,Burns Park, Little Rock,34.801995,-92.328255
3197,SYST-MOR-0007141,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,0.99989,NA,NA,NA,1e-05,NA,20,NA,NA,NA,NA,NA,AR_BRP_421_MG,Quercus muehlenbergii Engelm.,Arkansas,Burns Park, Little Rock,34.801995,-92.328255
3198,SYST-MOR-0007141,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,0.99989,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,AR_BRP_421_MG,Quercus muehlenbergii Engelm.,Arkansas,Burns Park, Little Rock,34.801995,-92.328255
3199,SYST-MOR-0007141,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,AR_BRP_421_MG,Quercus muehlenbergii Engelm.,Arkansas,Burns Park, Little Rock,34.801995,-92.328255
3200,SYST-MOR-0007142,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,AR_BRP_422_MG,Quercus muehlenbergii Engelm.,Arkansas,Burns Park, Little Rock,34.801789,-92.328063
3201,SYST-MOR-0007142,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,0.99989,NA,NA,NA,1e-05,NA,20,NA,NA,NA,NA,NA,AR_BRP_422_MG,Quercus muehlenbergii Engelm.,Arkansas,Burns Park, Little Rock,34.801789,-92.328063
3202,SYST-MOR-0007142,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,0.99989,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,13,1e-05,NA,NA,NA,NA,AR_BRP_422_MG,Quercus muehlenbergii Engelm.,Arkansas,Burns Park, Little Rock,34.801789,-92.328063
3203,SYST-MOR-0007143,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,0.99989,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,23,NA,NA,NA,NA,NA,AR_BRP_423_MG,Quercus macrocarpa Michx.,Arkansas,Burns Park, Little Rock,34.802582,-92.327239
3204,SYST-MOR-0007144,1e-05,0.99989,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,8,1e-05,NA,NA,NA,NA,AR_BRP_424_MG,Quercus alba L.,Arkansas,Burns Park, Little Rock,34.803696,-92.327312
3205,SYST-MOR-0007145,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,0.99989,NA,19,NA,NA,NA,NA,NA,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.805414,-92.324096
3206,SYST-MOR-0007145,1.7e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,0.999883,1e-05,NA,NA,8,1e-05,NA,NA,NA,NA,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.805414,-92.324096
3207,SYST-MOR-0007145,NA,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,0.99989,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.805414,-92.324096
3208,SYST-MOR-0007145,2e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1.5e-05,1e-05,0.999876,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,15,1e-05,NA,NA,NA,NA,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.805414,-92.324096
3209,SYST-MOR-0007145,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.805414,-92.324096
3210,SYST-MOR-0007145,1.4e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,0.999886,NA,20,NA,NA,NA,NA,NA,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.805414,-92.324096
3211,SYST-MOR-0007145,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.99989,NA,6,1e-05,NA,NA,NA,NA,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.805414,-92.324096
3212,SYST-MOR-0007145,1.9e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,NA,1e-05,1.2e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,0.999879,1e-05,NA,NA,2,1e-05,NA,NA,NA,NA,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.805414,-92.324096
3213,SYST-MOR-0007145,NA,NA,1.1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,0.999889,NA,9,1e-05,1e-05,NA,NA,NA,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,Burns Park, Little Rock,34.805414,-92.324096
3214,SYST-MOR-0007146,NA,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,0.99989,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,1e-05,NA,9,1e-05,1e-05,NA,NA,NA,AR_BRP_426_MG,Quercus macrocarpa Michx.,Arkansas,Burns Park, Little Rock,34.80609,-92.323036
3215,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,21,1e-05,NA,NA,NA,1e-05,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3216,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.999881,NA,1e-05,1e-05,1e-05,1.8e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3217,SYST-MOR-0007147,1.3e-05,NA,NA,NA,1e-05,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,0.999887,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3218,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,1e-05,0.999885,NA,1e-05,NA,NA,1e-05,1.5e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,12,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3219,SYST-MOR-0007147,1e-05,NA,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,13,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3220,SYST-MOR-0007147,1.7e-05,NA,1e-05,NA,1e-05,NA,0.999874,NA,1e-05,NA,1.4e-05,1e-05,1e-05,NA,1e-05,1.6e-05,NA,NA,NA,1e-05,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3221,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,22,1e-05,1e-05,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3222,SYST-MOR-0007147,1e-05,1e-05,1e-05,1e-05,1e-05,NA,0.999883,NA,1.7e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,20,NA,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3223,SYST-MOR-0007147,1e-05,1e-05,1e-05,NA,1e-05,NA,0.999889,NA,1e-05,1.1e-05,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,14,NA,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3224,SYST-MOR-0007147,1e-05,1e-05,1e-05,NA,1.3e-05,NA,0.999883,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1.4e-05,NA,NA,8,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3225,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,5,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3226,SYST-MOR-0007147,1e-05,1e-05,1.7e-05,NA,1e-05,NA,0.999883,NA,1e-05,1e-05,NA,NA,NA,1e-05,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,1e-05,NA,18,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3227,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,1e-05,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,2,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3228,SYST-MOR-0007147,NA,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,1e-05,NA,9,1e-05,1e-05,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3229,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.999871,NA,1e-05,1e-05,NA,2e-05,1.7e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1.2e-05,1e-05,NA,NA,1,NA,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3230,SYST-MOR-0007147,NA,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3231,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,23,NA,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3232,SYST-MOR-0007147,1e-05,NA,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,3,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3233,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,1e-05,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,15,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3234,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3235,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,19,NA,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3236,SYST-MOR-0007147,1e-05,1e-05,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,6,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3237,SYST-MOR-0007147,1e-05,NA,1e-05,NA,1e-05,NA,0.999889,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,Burns Park, Little Rock,34.806755,-92.322328
3238,SYST-MOR-0007148,0.999883,1e-05,1e-05,NA,1.3e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1.4e-05,1e-05,NA,NA,8,1e-05,NA,NA,NA,NA,AR_BRP_428_MG,Quercus alba L.,Arkansas,Burns Park, Little Rock,34.808944,-92.326111
3239,SYST-MOR-0007148,NA,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,0.99989,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,AR_BRP_428_MG,Quercus alba L.,Arkansas,Burns Park, Little Rock,34.808944,-92.326111
