,sample,alb,biclyr,lob,mac,micmon,muepri,sinstemar,pureCount,hybCount,hyb,sinstemar_1,muepri_1,alb_1,biclyr_1,lob_1,mac1_1,mac2_1,micmon_1,macComb,
678,SYST-MOR-0007489,none,none,hybrid?,pure?,none,none,none,1,1,uncertain hybrid,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.03013,1.00E-05,0.96981,1.00E-05,0.96982,FALSE
679,SYST-MOR-0007490,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.003371,0.000105,0.007567,0.015536,0.012395,0.961006,1.00E-05,0.973401,FALSE
680,SYST-MOR-0007491,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,0.99994,TRUE
681,SYST-MOR-0007492,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.20E-05,0.000628,0.008839,0.022906,1.80E-05,0.967577,1.00E-05,0.967595,FALSE
682,SYST-MOR-0007493,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.007085,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.992855,1.00E-05,0.992865,TRUE
683,SYST-MOR-0007494,none,none,hybrid?,pure?,none,none,none,1,1,uncertain hybrid,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.023626,1.00E-05,0.976314,1.00E-05,0.976324,FALSE
684,SYST-MOR-0007495,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,0.99994,TRUE
685,SYST-MOR-0007496,none,none,none,hybrid?,none,none,none,0,1,uncertain pure,1.00E-05,0.006652,1.00E-05,1.10E-05,0.03433,1.00E-05,0.950867,0.00811,0.950877,FALSE
686,SYST-MOR-0007497,none,none,hybrid?,hybrid?,none,none,none,0,2,hybrid,0.013776,1.00E-05,0.001189,1.00E-05,0.029942,1.00E-05,0.955053,1.00E-05,0.955063,FALSE
687,SYST-MOR-0007498,none,none,hybrid?,hybrid?,none,none,none,0,2,hybrid,0.001542,0.007066,1.00E-05,1.00E-05,0.117024,1.00E-05,0.874328,1.00E-05,0.874338,FALSE
688,SYST-MOR-0007499,none,none,hybrid?,hybrid?,none,none,hybrid?,0,3,hybrid,0.014626,0.020628,1.00E-05,0.001762,0.057987,1.00E-05,0.904967,1.00E-05,0.904977,FALSE
689,SYST-MOR-0007500,none,none,hybrid?,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.011684,1.00E-05,0.098188,1.00E-05,0.890078,1.00E-05,0.890088,TRUE
690,SYST-MOR-0007501,none,none,hybrid?,hybrid?,none,none,none,0,2,hybrid,1.00E-05,0.003958,1.00E-05,1.00E-05,0.129523,1.00E-05,0.866469,1.00E-05,0.866479,FALSE
691,SYST-MOR-0007502,none,none,hybrid?,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.10E-05,0.006222,0.111961,1.00E-05,0.871994,0.009782,0.872004,FALSE
692,SYST-MOR-0007503,none,none,none,hybrid?,none,none,none,0,1,uncertain pure,1.00E-05,0.000992,1.00E-05,1.00E-05,0.069371,1.00E-05,0.929587,1.00E-05,0.929597,FALSE
693,SYST-MOR-0007504,none,none,hybrid?,hybrid?,none,none,none,0,2,hybrid,0.001832,0.017896,1.00E-05,1.00E-05,0.099237,1.00E-05,0.880994,1.00E-05,0.881004,FALSE
694,SYST-MOR-0007505,none,none,hybrid?,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.043586,1.00E-05,0.956354,1.00E-05,0.956364,FALSE
